epoch,trainloss,testloss,accuracy,precision,recall,fscore,kappa,earliness,classification_loss,earliness_reward
42,-0.092982285,2.2021315,0.7916239316239316,0.3814636534582693,0.44682257864266905,0.40067635372119165,0.6742241034281767,0.7962095875139353,7.8876557,3.4833918
43,-0.029340232,2.1948278,0.7885470085470085,0.386496547767457,0.44698932789597695,0.40208933757141946,0.6691697142519096,0.7967843428712994,7.885516,3.4958591
44,0.067366295,2.1732044,0.7842735042735043,0.3974821424950619,0.4397334366436124,0.39866981856372175,0.6626631475835364,0.7983351913786696,7.827755,3.4813454
45,0.16263923,2.597763,0.7683760683760684,0.3807141593664008,0.4438608370501753,0.3962615397119079,0.6404662284543374,0.8072414220240307,8.520124,3.3245983
46,-0.17687868,2.3603683,0.7911111111111111,0.3759288142431436,0.44827034932007276,0.39791095772265794,0.6754299564434056,0.7961352657004831,8.115031,3.3942957
47,-0.2137583,2.3338697,0.783931623931624,0.3764738121259182,0.44446387561796125,0.39695115986938906,0.663631966863218,0.8030917874396135,8.094688,3.4269493
48,-0.24676317,2.1548367,0.7912820512820513,0.3927039391453953,0.4480329694791686,0.40555664918567025,0.6740564871102901,0.8010008670878236,7.779119,3.4694462
49,-0.26129112,2.1789193,0.7899145299145299,0.3941851544217263,0.4498135963991604,0.4063914754187109,0.6725371901312024,0.8030744456831413,7.8123946,3.4545567
50,-0.27085495,2.1276379,0.8006837606837607,0.39009652456657,0.4512691876363303,0.40687703826442334,0.6886086961126554,0.7974829679177505,7.7254057,3.4701285
51,-0.27354014,2.046973,0.7938461538461539,0.38956679907154657,0.44939143609088067,0.4064817881563943,0.6773595498115953,0.8007233989842686,7.5870094,3.4930642
52,-0.2637199,2.121419,0.7926495726495727,0.3886406213404741,0.4501128289558043,0.40414242196400835,0.6776117962720809,0.7996754614145919,7.713235,3.4703982
53,-0.2689937,2.1259649,0.7921367521367522,0.39090222187629725,0.45174119637823973,0.40589022921019385,0.6768092069395155,0.8009760931500062,7.7116103,3.4596806
54,-0.3149478,1.9827547,0.8011965811965812,0.40752109193103186,0.45305915902605953,0.412909902363749,0.6892074819339901,0.7993633097980923,7.4654775,3.4999676
55,-0.34170473,1.9595703,0.7974358974358975,0.40379099751415215,0.4481397887728131,0.4079854681191216,0.6833664731444207,0.8003839960361699,7.4376893,3.5185478
56,-0.3202876,1.7833349,0.8046153846153846,0.40942125328801965,0.4445070287353355,0.40795946271555783,0.6927736435252569,0.7984243775548123,7.124305,3.5576344
57,-0.2993477,1.7493833,0.8147008547008547,0.40707852793981714,0.45708704123950755,0.4185285780888432,0.7076961994882403,0.7960708534621578,7.0640054,3.56524
58,-0.30615,1.9192716,0.7986324786324787,0.4047069862294581,0.4448373167960814,0.40513440038853615,0.6850020610417581,0.7996308683265205,7.384881,3.5463383
59,-0.323678,1.6597321,0.8158974358974359,0.40423971564710764,0.4401319130646656,0.41650734302362613,0.7049247630621414,0.7989149015235972,6.9316716,3.612208
60,-0.36353862,2.0346105,0.796923076923077,0.38489074531799783,0.4491076391048487,0.4053879796374212,0.6818737816445135,0.8042462529419051,7.6187744,3.5495543
61,-0.39337337,2.0554466,0.7938461538461539,0.38745183016965534,0.44438408325880285,0.40471485080217395,0.6764330225162276,0.8058739006565093,7.652756,3.5418642
62,-0.426392,2.129896,0.7899145299145299,0.3859638700789336,0.4483912692481046,0.4041578659276435,0.6720278206934883,0.8057847144803667,7.772186,3.5123937
63,-0.43174568,2.1555357,0.7861538461538462,0.38665122177747774,0.44732912022598514,0.4022242845253871,0.6673834381963173,0.8069936826458566,7.8324995,3.5214293
64,-0.4096257,2.0371206,0.7970940170940171,0.3867618250941183,0.4506043708093471,0.40533998696506873,0.683601158709745,0.8031314257401214,7.6003857,3.5261445
65,-0.39970487,1.9532334,0.8032478632478632,0.38731397570332005,0.4520785009710891,0.4073139236784867,0.6924157026206849,0.8024600520252694,7.461419,3.5549521
66,-0.38868174,1.9272864,0.794017094017094,0.38413588564230233,0.44779091858904757,0.40312655421964694,0.678524448080621,0.80650068128329,7.4172945,3.5627222
67,-0.39381322,1.9064953,0.8037606837606838,0.39085266618027337,0.4531168687028839,0.4089385333734623,0.6933813741169557,0.8015681902638424,7.364638,3.5516474
68,-0.41389143,1.9978756,0.7892307692307692,0.3734297064331411,0.44171118318189845,0.3947952546212735,0.6710888561454407,0.8062331227548619,7.5330944,3.5373423
69,-0.46477768,1.7546642,0.812991452991453,0.3946469875003996,0.4515697244818941,0.4137461868987677,0.7048314905075783,0.8034138486312399,7.1218452,3.6125176
70,-0.48195258,1.6212761,0.8176068376068376,0.39716779226863175,0.45168196510286646,0.41618571428444556,0.7108899173278418,0.8021008299269169,6.8860016,3.6434503
71,-0.47077549,1.526245,0.8234188034188035,0.4106949404903207,0.4472190280062099,0.42198834938035484,0.71716112434052,0.8031215161649945,6.7327647,3.6802752
72,-0.4502438,1.5949166,0.8239316239316239,0.40572530225742637,0.45283758186472595,0.42122129323096313,0.7197581720689009,0.8010826210826211,6.8348393,3.6450067
73,-0.48209494,1.7938945,0.8095726495726496,0.40299474444308,0.4512755364069025,0.41671735965038886,0.698895631845124,0.8049126718691936,7.1996427,3.6118546
74,-0.5242899,1.8454539,0.8001709401709401,0.39713462406305716,0.4479062774624744,0.4116741557302707,0.6850068773256632,0.809347206738511,7.29226,3.6013532
75,-0.53327096,1.7955302,0.808034188034188,0.4047285228420994,0.4550759763026706,0.41715118363853004,0.6979266555224468,0.8050662702836616,7.1941104,3.6030505
76,-0.5309472,1.9044169,0.7972649572649573,0.39290851030952484,0.45139529895906033,0.4092122430620367,0.682697063526672,0.8070531400966183,7.379211,3.5703762
77,-0.5317479,1.7037141,0.811965811965812,0.40075769003155376,0.4532916083276542,0.41602171865268517,0.7033777461585574,0.8029753499318717,7.016454,3.6090257
78,-0.5417095,1.6794251,0.80991452991453,0.40816755566035556,0.44634616421001333,0.4111650662602121,0.7003458653238643,0.8036269044964697,6.997777,3.6389272
79,-0.5152772,1.5787845,0.8194871794871795,0.4031863359577181,0.45243328069530037,0.4175330681401507,0.7139459410801615,0.7999628390932738,6.7979956,3.6404264
80,-0.5253466,1.5887642,0.8170940170940171,0.40831153878822446,0.4557141704904808,0.42050260779763077,0.7107260667123596,0.8051232503406416,6.8163743,3.6388454
81,-0.52921504,1.5889107,0.82,0.4088358651000596,0.4547984404567586,0.4214332461750901,0.7141908253494162,0.8038498699368264,6.8478646,3.6700432
82,-0.5321011,1.5057908,0.8261538461538461,0.41072917740422327,0.4518457696041109,0.42244901538830143,0.7225769343129682,0.8020364176885916,6.6727653,3.661183
83,-0.54071563,1.622548,0.8198290598290598,0.4031340037548073,0.45181265645507335,0.4199608265072336,0.7129927042362796,0.8049225814443206,6.896525,3.6514292
84,-0.5616605,1.4583364,0.8347008547008548,0.42379619171671223,0.448869709181356,0.42608568924835144,0.7338464241242943,0.7991130930261365,6.588881,3.6722088
